year,publisher,type,platform,model,method,title,doi,url,pdf,ignore,silicon,pubkey,pubname,reserved
2022,MDPI,article,__no_data__,['BERT'],__no_data__,Nebula: A Scalable and Flexible Accelerator for DNN Multi-Branch Blocks on Embedded Systems,https://doi.org/10.3390/electronics11040505,https://doi.org/10.3390/electronics11040505,https://www.mdpi.com/2079-9292/11/4/505/pdf,True,True,,Electronics,DEADBEEF
2022,Wiley,article,__no_data__,['BERT'],__no_data__,NEEBS: Nonexpert large-scale environment building system for deep neural network,https://doi.org/10.1002/cpe.7499,https://doi.org/10.1002/cpe.7499,False,check,False,,Concurrency and Computation Practice and Experience,DEADBEEF
2021,CARRV,article,__no_data__,['BERT'],__no_data__,NeuralScale: A RISC-V Based Neural Processor Boosting AI Inference in Clouds,https://carrv.github.io/2021/,https://carrv.github.io/2021/,https://carrv.github.io/2021/papers/CARRV2021_paper_67_Zhan.pdf,False,True,,Computer Architecture Research with RISC-V,DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,"NLP-Fast: A Fast, Scalable, and Flexible System to Accelerate Large-Scale Heterogeneous NLP Models",https://doi.org/10.1109/PACT52795.2021.00013,https://doi.org/10.1109/PACT52795.2021.00013,False,False,True,,International Conference on Parallel Architectures and Compilation Techniques (PACT),DEADBEEF
2021,ACM/SIGDA,article,__no_data__,['BERT'],__no_data__,NPE: An FPGA-based Overlay Processor for Natural Language Processing,https://doi.org/10.1145/3431920.3439477,https://doi.org/10.1145/3431920.3439477,https://arxiv.org/pdf/2104.06535.pdf,False,True,,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,DEADBEEF
2022,NeurIPS,article,__no_data__,['BERT'],__no_data__,Optimal Brain Compression: A framework for accurate post-training quantization and pruning,https://doi.org/10.48550/arXiv.2208.11580,https://doi.org/10.48550/arXiv.2208.11580,https://arxiv.org/pdf/2208.11580.pdf,False,False,,Conference on Neural Information Processing Systems,DEADBEEF
2022,Springer,article,__no_data__,['BERT'],__no_data__,PipeBERT: High-throughput BERT Inference for ARM Big.LITTLE Multi-core Processors,https://doi.org/10.1007/s11265--022--01814--y,https://doi.org/10.1007/s11265-022-01814-y,False,False,True,,Journal of Signal Processing Systems,DEADBEEF
2020,Arxiv,article,__no_data__,['BERT'],__no_data__,Poor Man's BERT: Smaller and Faster Transformer Models,https://doi.org/10.48550/arXiv.2004.03844,https://doi.org/10.48550/arXiv.2004.03844,https://arxiv.org/pdf/2004.03844v1,False,False,,Computer Science > Computation and Language,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,Post-Training Quantization for Longformer with Chunkwise Quantization Granularity and Optimized Percentile,https://doi.org/10.1109/ICCCS55155.2022.9846198,https://doi.org/10.1109/ICCCS55155.2022.9846198,False,False,True,,International Conference on Computer and Communication Systems (ICCCS),DEADBEEF
2020,PMLR,article,__no_data__,['BERT'],__no_data__,PoWER-BERT: Accelerating BERT Inference via Progressive Word-vector Elimination,https://proceedings.mlr.press/v119/goyal20a.html,https://proceedings.mlr.press/v119/goyal20a.html,http://proceedings.mlr.press/v119/goyal20a/goyal20a.pdf,False,False,,Proceedings of Machine Learning Research,DEADBEEF
2019,ACM,article,__no_data__,['BERT'],__no_data__,Pre-trained bert-gru model for relation extraction,https://doi.org/10.1145/3373509.3373533,https://doi.org/10.1145/3373509.3373533,False,False,False,,International Conference on Computing and Pattern Recognition,DEADBEEF
2022,Springer,article,__no_data__,['BERT'],__no_data__,Pre-trained Language Model with Feature Reduction and No Fine-Tuning,https://doi.org/10.1007/978--981--19--3923--5_59,https://doi.org/10.1007/978-981-19-3923-5_59,False,False,False,,"Control, Instrumentation and Mechatronics: Theory and Practice",DEADBEEF
2021,ACM,article,__no_data__,['BERT'],__no_data__,Predicting Efficiency/Effectiveness Trade-offs for Dense vs. Sparse Retrieval Strategy Selection,https://doi.org/10.1145/3459637.3482159,https://doi.org/10.1145/3459637.3482159,False,False,False,,ACM International Conference on Information & Knowledge Management,DEADBEEF
2022,Arxiv,article,__no_data__,['BERT'],__no_data__,Privacy-Preserving Text Classification on BERT Embeddings with Homomorphic Encryption,https://arxiv.org/abs/2210.02574,https://arxiv.org/abs/2210.02574,https://arxiv.org/pdf/2210.02574.pdf,False,True,,Computation and Language,DEADBEEF
2022,ACM,article,__no_data__,['BERT'],__no_data__,ProSE: the architecture and design of a protein discovery engine,https://doi.org/10.1145/3503222.3507722,https://doi.org/10.1145/3503222.3507722,https://par.nsf.gov/servlets/purl/10394954,False,True,,ACM International Conference on Architectural Support for Programming Languages and Operating Systems,DEADBEEF
2020,Arxiv,article,__no_data__,['BERT'],__no_data__,Pruning Redundant Mappings in Transformer Models via Spectral-Normalized Identity Prior,https://arxiv.org/abs/2010.01791,https://arxiv.org/abs/2010.01791,https://arxiv.org/pdf/2010.01791.pdf,False,check,,Computer Science > Computation and Language,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,PTQ4ViT: Post-Training Quantization Framework for Vision Transformers with Twin Uniform Quantization,https://arxiv.org/abs/2111.12293,https://arxiv.org/abs/2111.12293,https://arxiv.org/pdf/2111.12293,False,True,,Computer Science > Computer Vision and Pattern Recognition,DEADBEEF
2020,AAAI,article,__no_data__,['BERT'],__no_data__,Q-BERT: Hessian Based Ultra Low Precision Quantization of BERT,https://doi.org/10.1609/aaai.v34i05.6409,https://doi.org/10.1609/aaai.v34i05.6409,https://ojs.aaai.org/index.php/AAAI/article/view/6409/6265,False,check,,AAAI Technical Track: Natural Language Processing,DEADBEEF
2019,IEEE,article,__no_data__,['BERT'],__no_data__,Q8BERT: Quantized 8Bit BERT,https://doi.org/10.1109/EMC2--NIPS53020.2019.00016,https://doi.org/10.1109/EMC2-NIPS53020.2019.00016,https://arxiv.org/pdf/1910.06188.pdf,False,False,,Workshop on Energy Efficient Machine Learning and Cognitive Computing - NeurIPS Edition (EMC2-NIPS),DEADBEEF
2022,Arxiv,article,__no_data__,['BERT'],__no_data__,QDrop: Randomly Dropping Quantization for Extremely Low-bit Post-Training Quantization,https://arxiv.org/abs/2203.05740,https://arxiv.org/abs/2203.05740,https://arxiv.org/pdf/2203.05740,False,False,,Computer Science > Computer Vision and Pattern Recognition,DEADBEEF
2022,Arxiv,article,__no_data__,['BERT'],__no_data__,QuaLA-MiniLM: a Quantized Length Adaptive MiniLM,https://arxiv.org/abs/2210.17114,https://arxiv.org/abs/2210.17114,https://arxiv.org/pdf/2210.17114,False,False,,Computer Science > Computation and Language,DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,Randomly Wired Network Based on RoBERTa and Dialog History Attention for Response Selection,https://doi.org/10.1109/TASLP.2021.3077119,https://doi.org/10.1109/TASLP.2021.3077119,False,False,False,,"IEEE/ACM Transactions on Audio, Speech, and Language Processing",DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,RCT: Resource Constrained Training for Edge AI,https://doi.org/10.1109/TNNLS.2022.3190451,https://doi.org/10.1109/TNNLS.2022.3190451,https://arxiv.org/pdf/2103.14493.pdf,False,check,,IEEE Transactions on Neural Networks and Learning Systems,DEADBEEF
2021,ACM,article,__no_data__,['BERT'],__no_data__,Re2PIM: A Reconfigurable ReRAM-Based PIM Design for Variable-Sized Vector-Matrix Multiplication,https://doi.org/10.1145/3453688.3461494,https://doi.org/10.1145/3453688.3461494,False,False,True,,Proceedings on Great Lakes Symposium on VLSI,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,ReAAP: A Reconfigurable and Algorithm-Oriented Array Processor With Compiler-Architecture Co-Design,https://doi.org/10.1109/TC.2022.3213177,https://doi.org/10.1109/TC.2022.3213177,https://ieeexplore.ieee.org/iel7/12/4358213/09914609.pdf,False,True,,IEEE Transactions on Computers,DEADBEEF
2020,ACM,article,__no_data__,['BERT'],__no_data__,ReTransformer: ReRAM-based processing-in-memory architecture for transformer acceleration,https://doi.org/10.1145/3400302.3415640,https://doi.org/10.1145/3400302.3415640,https://dl.acm.org/doi/pdf/10.1145/3400302.3415640,False,True,,International Conference on Computer-Aided Design,DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,RISC-VTF: RISC-V Based Extended Instruction Set for Transformer,https://doi.org/10.1109/SMC52423.2021.9658643,https://doi.org/10.1109/SMC52423.2021.9658643,False,False,True,,"IEEE International Conference on Systems, Man, and Cybernetics",DEADBEEF
2021,None,article,__no_data__,['BERT'],__no_data__,RMSMP: A Novel Deep Neural Network Quantization Framework with Row-wise Mixed Schemes and Multiple Precisions,xx,None,https://openaccess.thecvf.com/content/ICCV2021/papers/Chang_RMSMP_A_Novel_Deep_Neural_Network_Quantization_Framework_With_Row-Wise_ICCV_2021_paper.pdf,False,True,,IEEE/CVF International Conference on Computer Vision,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,Row-wise Accelerator for Vision Transformer,https://doi.org/10.1109/AICAS54282.2022.9869928,https://doi.org/10.1109/AICAS54282.2022.9869928,https://arxiv.org/pdf/2205.03998.pdf,False,True,,International Conference on Artificial Intelligence Circuits and Systems,DEADBEEF
2022,Arxive,article,__no_data__,['BERT'],__no_data__,"S4: a High-sparsity, High-performance AI Accelerator",https://arxiv.org/abs/2207.08006,https://arxiv.org/abs/2207.08006,https://arxiv.org/pdf/2207.08006,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2022,ACM,article,__no_data__,['BERT'],__no_data__,SALO: an efficient spatial accelerator enabling hybrid sparse attention mechanisms for long sequences,https://doi.org/10.1145/3489517.3530504,https://doi.org/10.1145/3489517.3530504,https://arxiv.org/pdf/2206.14550.pdf,False,True,,ACM/IEEE Design Automation Conference,DEADBEEF
2021,IEEE/ACM,article,__no_data__,['BERT'],__no_data__,Sanger: A Co-Design Framework for Enabling Sparse Attention using Reconfigurable Architecture,https://doi.org/10.1145/3466752.3480125,https://doi.org/10.1145/3466752.3480125,https://dl.acm.org/doi/pdf/10.1145/3466752.3480125,False,True,,IEEE/ACM International Symposium on Microarchitecture,DEADBEEF
2022,None,article,__no_data__,['BERT'],__no_data__,Searching for memory-lighter architectures for OCR-augmented image captioning,https://doi.org/10.3233/JIFS--219230,https://doi.org/10.3233/JIFS-219230,False,False,check,,Journal of Intelligent & Fuzzy Systems,DEADBEEF
2023,Elsevier,article,__no_data__,['BERT'],__no_data__,SECDA-TFLite: A toolkit for efficient development of FPGA-based DNN accelerators for edge inference,https://doi.org/10.1016/j.jpdc.2022.11.005,https://doi.org/10.1016/j.jpdc.2022.11.005,https://www.sciencedirect.com/science/article/pii/S0743731522002301/pdfft?md5=444fdc7e73724f5d9881d162bed2a735&pid=1-s2.0-S0743731522002301-main.pdf,False,True,,Journal of Parallel and Distributed Computing,DEADBEEF
2022,PLOSONE,article,__no_data__,['BERT'],__no_data__,SensiMix: Sensitivity-Aware 8-bit index & 1-bit value mixed precision quantization for BERT compression,https://doi.org/10.1371/journal.pone.0265621,https://doi.org/10.1371/journal.pone.0265621,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0265621&type=printable,False,check,,None,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,Sentiment Analysis Using Pre-Trained Language Model With No Fine-Tuning and Less Resource,https://doi.org/10.1109/ACCESS.2022.3212367,https://doi.org/10.1109/ACCESS.2022.3212367,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9912410,False,True,,IEEE Access,DEADBEEF
2021,Springer,article,__no_data__,['BERT'],__no_data__,Simplified TinyBERT: Knowledge Distillation for Document Retrieval,https://doi.org/10.1007/978--3--030--72240--1_21,https://doi.org/10.1007/978-3-030-72240-1_21,https://arxiv.org/pdf/2009.07531.pdf,False,check,,Advances in Information Retrieval,DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,SmaQ: Smart Quantization for DNN Training by Exploiting Value Clustering,https://doi.org/10.1109/LCA.2021.3108505,https://doi.org/10.1109/LCA.2021.3108505,https://hparch.gatech.edu/papers/nima_2021_cal.pdf,False,True,,IEEE Computer Architecture Letters,DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,SmoothQuant: Accurate and Efficient Post-Training Quantization for Large Language Models,https://arxiv.org/abs/2211.10438,https://arxiv.org/abs/2211.10438,https://arxiv.org/pdf/2211.10438.pdf,False,True,,Computer Science > Computation and Language',DEADBEEF
2021,ACM/IEEE,article,__no_data__,['BERT'],__no_data__,Softermax: Hardware/Software Co-Design of an Efficient Softmax for Transformers,https://doi.org/10.1109/DAC18074.2021.9586134,https://doi.org/10.1109/DAC18074.2021.9586134,https://arxiv.org/pdf/2103.09301.pdf,False,True,,ACM/IEEE Design Automation Conference,DEADBEEF
2022,Springer,article,__no_data__,['BERT'],__no_data__,Software and Hardware Fusion Multi-Head Attention,http://dx.doi.org/10.1007/978--3--031--10989--8_51,http://dx.doi.org/10.1007/978-3-031-10989-8_51,False,False,True,,"International Conference on Knowledge Science, Engineering and Management",DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,Sparse Attention Acceleration with Synergistic In-Memory Pruning and On-Chip Recomputation,https://doi.org/10.1109/MICRO56248.2022.00059,https://doi.org/10.1109/MICRO56248.2022.00059,https://arxiv.org/pdf/2209.00606.pdf,False,True,,IEEE/ACM International Symposium on Microarchitecture,DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,Sparse*BERT: Sparse Models Generalize To New tasks and Domains,https://arxiv.org/abs/2205.12452,https://arxiv.org/abs/2205.12452,https://arxiv.org/pdf/2205.12452,False,check,,Computer Science > Computation and Language,DEADBEEF
2018,None,article,__no_data__,['BERT'],__no_data__,SparseNN: An energy-efficient neural network accelerator exploiting input and output sparsity,https://doi.org/10.23919/DATE.2018.8342010,https://doi.org/10.23919/DATE.2018.8342010,https://doi.org/10.23919/DATE.2018.8342010,True,True,,"Design, Automation & Test in Europe Conference & Exhibition",DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,SpAtten: Efficient Sparse Attention Architecture with Cascade Token and Head Pruning,https://doi.org/10.1109/HPCA51647.2021.00018,https://doi.org/10.1109/HPCA51647.2021.00018,https://arxiv.org/pdf/2012.09852.pdf,False,True,,International Symposium on High-Performance Computer Architecture,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,SQuAT: Sharpness- and Quantization-Aware Training for BERT,https://arxiv.org/abs/2210.07171,https://arxiv.org/abs/2210.07171,https://arxiv.org/pdf/2210.07171.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2020,Arxiv,article,__no_data__,['BERT'],__no_data__,SqueezeBERT: What can computer vision teach NLP about efficient neural networks?,https://arxiv.org/abs/2006.11316,https://arxiv.org/abs/2006.11316,https://arxiv.org/pdf/2006.11316.pdf,False,check,,Computer Science > Computation and Language,DEADBEEF
2021,AAAI,article,__no_data__,['BERT'],__no_data__,Stochastic precision ensemble: self-knowledge distillation for quantized deep neural networks,https://doi.org/10.1609/aaai.v35i8.16839,https://doi.org/10.1609/aaai.v35i8.16839,https://ojs.aaai.org/index.php/AAAI/article/view/16839/16646,False,False,,AAAI Technical Track on Machine Learning I,DEADBEEF
2019,Arxiv,article,__no_data__,['BERT'],__no_data__,Structured pruning of a BERT-based question answering model,https://arxiv.org/abs/1910.06360,https://arxiv.org/abs/1910.06360,https://arxiv.org/pdf/1910.06360,False,False,,Computer Science > Computation and Language,DEADBEEF
2019,Arxiv,article,__no_data__,['BERT'],__no_data__,Structured pruning of large language models,https://arxiv.org/abs/1910.04732,https://arxiv.org/abs/1910.04732,https://arxiv.org/pdf/1910.04732,False,False,,Computer Science > Computation and Language,DEADBEEF
2022,ACM,article,__no_data__,['BERT'],__no_data__,SwiftPruner: Reinforced Evolutionary Pruning for Efficient Ad Relevance,https://doi.org/10.1145/3511808.3557139,https://doi.org/10.1145/3511808.3557139,https://arxiv.org/pdf/2209.00625.pdf,False,False,,ACM International Conference on Information & Knowledge Management,DEADBEEF
2022,UCLA,article,__no_data__,['BERT'],__no_data__,T-OPU: An FPGA-based Overlay Processor for Natural Language Processing,https://escholarship.org/uc/item/9r46v693,https://escholarship.org/uc/item/9r46v693,https://escholarship.org/content/qt9r46v693/qt9r46v693.pdf,False,True,,Open Access Publications from the University of California,DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,Talos: A Weighted Speedup-Aware Device Placement of Deep Learning Models,https://doi.org/10.1109/ASAP52443.2021.00023,https://doi.org/10.1109/ASAP52443.2021.00023,False,False,True,,"International Conference on Application-specific Systems, Architectures and Processors",DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,Teacher Intervention: Improving Convergence of Quantization Aware Training for Ultra-Low Precision Transformers,https://arxiv.org/abs/2302.11812,https://arxiv.org/abs/2302.11812,https://arxiv.org/pdf/2302.11812,False,True,,Computer Science > Computation and Language,DEADBEEF
2020,Arxiv,article,__no_data__,['BERT'],__no_data__,TernaryBERT: Distillation-aware Ultra-low Bit BERT,https://arxiv.org/abs/2009.12812,https://arxiv.org/abs/2009.12812,https://arxiv.org/pdf/2009.12812,False,check,,Computer Science > Computation and Language,DEADBEEF
2022,Arxiv,article,__no_data__,['BERT'],__no_data__,The Optimal BERT Surgeon: Scalable and Accurate Second-Order Pruning for Large Language Models,https://arxiv.org/abs/2203.07259,https://arxiv.org/abs/2203.07259,https://arxiv.org/pdf/2203.07259.pdf,False,check,,Computer Science > Computation and Language,DEADBEEF
2023,ACM,article,__no_data__,['BERT'],__no_data__,TiC-SAT: Tightly-Coupled Systolic Accelerator for Transformers,https://doi.org/10.1145/3566097.3567867,https://doi.org/10.1145/3566097.3567867,https://infoscience.epfl.ch/record/298067/files/TiC_SAT_ASPDAC-preprint.pdf,False,True,,Asia and South Pacific Design Automation Conference,DEADBEEF
2019,Arxiv,article,__no_data__,['BERT'],__no_data__,Tinybert: Distilling bert for natural language understanding,https://arxiv.org/abs/1909.10351,https://arxiv.org/abs/1909.10351,https://arxiv.org/pdf/1909.10351,False,check,,Computer Science > Computation and Language,DEADBEEF
2022,NeurIPS,article,__no_data__,['BERT'],__no_data__,Towards efficient post-training quantization of pre-trained language models,link,https://proceedings.neurips.cc/paper_files/paper/2022/hash/096347b4efc264ae7f07742fea34af1f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2022/file/096347b4efc264ae7f07742fea34af1f-Paper-Conference.pdf,False,False,,Advances in Neural Information Processing Systems,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,TR-BERT: Dynamic Token Reduction for Accelerating BERT Inference,https://arxiv.org/abs/2105.11618,https://arxiv.org/abs/2105.11618,https://arxiv.org/pdf/2105.11618.pdf,False,True,,Computer Science > Computation and Language,DEADBEEF
2022,Arxiv,article,__no_data__,['BERT'],__no_data__,"Train Flat, Then Compress: Sharpness-Aware Minimization Learns More Compressible Models",https://arxiv.org/abs/2205.12694,https://arxiv.org/abs/2205.12694,https://arxiv.org/pdf/2205.12694.pdf,False,True,,Computer Science > Computation and Language,DEADBEEF
2020,Arxiv,article,__no_data__,['BERT'],__no_data__,Training Large Neural Networks with Constant Memory using a New Execution Algorithm,https://arxiv.org/abs/2002.05645,https://arxiv.org/abs/2002.05645,https://arxiv.org/pdf/2002.05645.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,Training with Quantization Noise for Extreme Model Compression,https://arxiv.org/abs/2004.07320,https://arxiv.org/abs/2004.07320,https://arxiv.org/pdf/2004.07320.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,TranCIM: Full-Digital Bitline-Transpose CIM-based Sparse Transformer Accelerator With Pipeline/Parallel Reconfigurable Modes,https://doi.org/10.1109/JSSC.2022.3213542,https://doi.org/10.1109/JSSC.2022.3213542,False,False,True,,IEEE Journal of Solid-State Circuits,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,Transformer Acceleration with Dynamic Sparse Attention,https://arxiv.org/abs/2110.11299,https://arxiv.org/abs/2110.11299,https://arxiv.org/pdf/2110.11299,False,True,,Computer Science > Machine Learning,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,TransPIM: A Memory-based Acceleration via Software-Hardware Co-Design for Transformer,https://doi.org/10.1109/HPCA53966.2022.00082,https://doi.org/10.1109/HPCA53966.2022.00082,https://par.nsf.gov/servlets/purl/10345536,False,True,,IEEE International Symposium on High-Performance Computer Architecture (HPCA),DEADBEEF
2020,IEEE,article,__no_data__,['BERT'],__no_data__,"Ultron-AutoML: An open-source, distributed, scalable framework for efficient hyper-parameter optimization",https://doi.org/10.1109/BigData50022.2020.9378071,https://doi.org/10.1109/BigData50022.2020.9378071,https://ashish-gupta03.github.io/files/Ultron.pdf,False,True,,International Conference on Big Data (Big Data),DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,Understanding and Overcoming the Challenges of Efficient Transformer Quantization,https://arxiv.org/abs/2109.12948,https://arxiv.org/abs/2109.12948,https://arxiv.org/pdf/2109.12948.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2022,Arxiv,article,__no_data__,['BERT'],__no_data__,VAQF: Fully Automatic Software-Hardware Co-Design Framework for Low-Bit Vision Transformer,https://arxiv.org/abs/2201.06618,https://arxiv.org/abs/2201.06618,https://arxiv.org/pdf/2201.06618.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2022,ACM,article,__no_data__,['BERT'],__no_data__,"Varuna: Scalable, Low-cost Training of Massive Deep Learning Models",https://doi.org/10.1145/3492321.3519584,https://doi.org/10.1145/3492321.3519584,False,False,check,,Proceedings of the Seventeenth European Conference on Computer Systems,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,ViA: A Novel Vision-Transformer Accelerator Based on FPGA,https://doi.org/10.1109/TCAD.2022.3197489,https://doi.org/10.1109/TCAD.2022.3197489,None,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and System[s,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,Vis-TOP: Visual Transformer Overlay Processor,https://arxiv.org/abs/2110.10957,https://arxiv.org/abs/2110.10957,https://arxiv.org/pdf/2110.10957.pdf,False,True,,Computer Science > Computer Vision and Pattern Recognition,DEADBEEF
2023,IEEE,article,__no_data__,['BERT'],__no_data__,ViTALiTy: Unifying Low-rank and Sparse Approximation for Vision Transformer Acceleration with a Linear Taylor Attention,https://doi.org/10.1109/HPCA56546.2023.10071081,https://doi.org/10.1109/HPCA56546.2023.10071081,https://arxiv.org/pdf/2211.05109.pdf,False,True,,International Symposium on High-Performance Computer Architecture (HPCA),DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,Work-in-Progress: Utilizing latency and accuracy predictors for efficient hardware-aware NAS,https://doi.org/10.1109/CODES-ISSS55005.2022.00014,https://doi.org/10.1109/CODES-ISSS55005.2022.00014,False,False,True,,International Conference on Hardware/Software Codesign and System Synthesis (CODES+ISSS),DEADBEEF
2022,None,article,__no_data__,['BERT'],__no_data__,XTC: Extreme Compression for Pre-trained Transformers Made Simple and Efficient,None,None,https://proceedings.neurips.cc/paper_files/paper/2022/file/1579d5d8edacd85ac1a86aea28bdf32d-Paper-Conference.pdf,False,True,,None,DEADBEEF
2022,None,article,__no_data__,['BERT'],__no_data__,ZeroQuant: Efficient and Affordable Post-Training Quantization for Large-Scale Transformers,None,None,False,False,True,,None,DEADBEEF
2022,None,article,__no_data__,['BERT'],__no_data__,Fully Unsupervised Machine Translation Using Context-Aware Word Translation and Denoising Autoencoder,https://doi.org/10.1080/08839514.2022.2031817,https://doi.org/10.1080/08839514.2022.2031817,https://www.tandfonline.com/doi/pdf/10.1080/08839514.2022.2031817,False,False,,None,DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,DistilHuBERT: Speech representation learning by layer-wise distillation of hidden-unit BERT,https://doi.org/10.1109/ICASSP43922.2022.9747490,https://doi.org/10.1109/ICASSP43922.2022.9747490,https://arxiv.org/pdf/2110.01900.pdf,True,False,,"IEEE International Conference on Acoustics, Speech and Signal Processing",DEADBEEF
2022,IEEE,article,__no_data__,['BERT'],__no_data__,Data Movement Reduction for DNN Accelerators: Enabling Dynamic Quantization Through an eFPGA,https://doi.org/10.1109/ISVLSI54635.2022.00082,https://doi.org/10.1109/ISVLSI54635.2022.00082,https://scholar.archive.org/work/hd53tmr62rhn3mxplkjzhrnvw4/access/wayback/https://publikationen.bibliothek.kit.edu/1000151937/149523013,True,True,,Computer Society Annual Symposium on VLSI,DEADBEEF
2021,IEEE,article,__no_data__,['BERT'],__no_data__,Elbert: Fast albert with confidence-window based early exit,https://doi.org/10.1109/ICASSP39728.2021.9414572,https://doi.org/10.1109/ICASSP39728.2021.9414572,https://arxiv.org/pdf/2107.00175.pdf,False,False,,"IEEE International Conference on Acoustics, Speech and Signal Processing",DEADBEEF
2021,ACL,article,__no_data__,['BERT'],__no_data__,Ghostbert: Generate more features with cheap operations for BERT,http://dx.doi.org/10.18653/v1/2021.acl--long.509,http://dx.doi.org/10.18653/v1/2021.acl-long.509,https://aclanthology.org/2021.acl-long.509.pdf,False,True,,International Joint Conference on Natural Language Processing,DEADBEEF
2022,AIMPress,article,__no_data__,['BERT'],__no_data__,Hardware-friendly compression and hardware acceleration for transformer: A survey,https://www.aimspress.com/article/doi/10.3934/era.2022192,https://www.aimspress.com/article/doi/10.3934/era.2022192,https://www.aimspress.com/aimspress-data/era/2022/10/PDF/era-30-10-192.pdf,False,True,,Electronic Research Archive,DEADBEEF
2022,HiPEAC,article,__no_data__,['BERT'],__no_data__,Hardware/Software Co-Design of Edge DNN Accelerators with TFLite,https://doi.org/10.1007/978--3--030--87208--8_5,https://https://eprints.gla.ac.uk/280378/,False,False,True,,International Summer School on Advanced Computer Architecture and Compilation for High-Performance and Embedded Systems,DEADBEEF
2020,Arixv,article,__no_data__,['BERT'],__no_data__,Towards Fully 8-bit Integer Inference for the Transformer Model,https://arxiv.org/abs/2009.08034,https://arxiv.org/abs/2009.08034,https://arxiv.org/pdf/2009.08034.pdf,False,True,,Computer Science > Computation and Language,DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,ViTA: A Vision Transformer Inference Accelerator for Edge Applications,https://doi.org/10.48550/arXiv.2302.09108,https://doi.org/10.48550/arXiv.2302.09108,https://arxiv.org/pdf/2302.09108.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2023,Elsevier,article,__no_data__,['BERT'],__no_data__,Trends in AI inference energy consumption: Beyond the performance-vs-parameter laws of deep learning,https://doi.org/10.1016/j.suscom.2023.100857,https://doi.org/10.1016/j.suscom.2023.100857,https://www.sciencedirect.com/science/article/pii/S2210537923000124/pdfft?md5=4bec2735c1586b935287e6afea9e63a2&pid=1-s2.0-S2210537923000124-main.pdf,False,True,,Sustainable Computing: Informatics and Systems,DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,TRON: Transformer Neural Network Acceleration with Non-Coherent Silicon Photonics,https://doi.org/10.48550/arXiv.2303.12914,https://doi.org/10.48550/arXiv.2303.12914,https://arxiv.org/pdf/2303.12914.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,TransCODE: Co-design of Transformers and Accelerators for Efficient Training and Inference,https://doi.org/10.48550/arXiv.2303.14882,https://doi.org/10.48550/arXiv.2303.14882,https://arxiv.org/pdf/2303.14882,False,True,,Computer Science > Machine Learning,DEADBEEF
